2024-07-16 06:00:00,294.85,clear sky
2024-07-16 09:00:00,293.25,clear sky
2024-07-16 12:00:00,291.22,clear sky
2024-07-16 15:00:00,297.04,broken clouds
2024-07-16 18:00:00,305.6,broken clouds
2024-07-16 21:00:00,310.32,scattered clouds
2024-07-17 00:00:00,311.67,few clouds
2024-07-17 03:00:00,305.11,scattered clouds
2024-07-17 06:00:00,296.79,few clouds
2024-07-17 09:00:00,294.88,few clouds
2024-07-17 12:00:00,294.95,scattered clouds
2024-07-17 15:00:00,301.57,overcast clouds
2024-07-17 18:00:00,306.54,overcast clouds
2024-07-17 21:00:00,310.65,broken clouds
2024-07-18 00:00:00,298.2,light rain
2024-07-18 03:00:00,295.78,light rain
2024-07-18 06:00:00,291.68,broken clouds
2024-07-18 09:00:00,291.13,clear sky
2024-07-18 12:00:00,290.57,clear sky
2024-07-18 15:00:00,297.67,clear sky
2024-07-18 18:00:00,304.97,clear sky
2024-07-18 21:00:00,310.28,clear sky
2024-07-19 00:00:00,310.61,clear sky
2024-07-19 03:00:00,303.11,clear sky
2024-07-19 06:00:00,293.62,clear sky
2024-07-19 09:00:00,290.84,clear sky
2024-07-19 12:00:00,289.7,clear sky
2024-07-19 15:00:00,297.52,clear sky
2024-07-19 18:00:00,305.18,clear sky
2024-07-19 21:00:00,309.43,clear sky
2024-07-20 00:00:00,310.07,clear sky
2024-07-20 03:00:00,302.49,clear sky
2024-07-20 06:00:00,293.55,clear sky
2024-07-20 09:00:00,291.55,clear sky
2024-07-20 12:00:00,291.02,clear sky
2024-07-20 15:00:00,298.76,clear sky
2024-07-20 18:00:00,307.6,clear sky
2024-07-20 21:00:00,312.46,clear sky
2024-07-21 00:00:00,313.27,clear sky
2024-07-21 03:00:00,307.14,clear sky
2024-07-16 06:00:00,294.28,clear sky
2024-07-16 09:00:00,292.87,clear sky
2024-07-16 12:00:00,291.03,clear sky
2024-07-16 15:00:00,297.04,broken clouds
2024-07-16 18:00:00,305.6,broken clouds
2024-07-16 21:00:00,310.32,scattered clouds
2024-07-17 00:00:00,311.67,few clouds
2024-07-17 03:00:00,305.11,scattered clouds
2024-07-17 06:00:00,296.79,few clouds
2024-07-17 09:00:00,294.88,few clouds
2024-07-17 12:00:00,294.95,scattered clouds
2024-07-17 15:00:00,301.57,overcast clouds
2024-07-17 18:00:00,306.54,overcast clouds
2024-07-17 21:00:00,310.65,broken clouds
2024-07-18 00:00:00,298.2,light rain
2024-07-18 03:00:00,295.78,light rain
2024-07-18 06:00:00,291.68,broken clouds
2024-07-18 09:00:00,291.13,clear sky
2024-07-18 12:00:00,290.57,clear sky
2024-07-18 15:00:00,297.67,clear sky
2024-07-18 18:00:00,304.97,clear sky
2024-07-18 21:00:00,310.28,clear sky
2024-07-19 00:00:00,310.61,clear sky
2024-07-19 03:00:00,303.11,clear sky
2024-07-19 06:00:00,293.62,clear sky
2024-07-19 09:00:00,290.84,clear sky
2024-07-19 12:00:00,289.7,clear sky
2024-07-19 15:00:00,297.52,clear sky
2024-07-19 18:00:00,305.18,clear sky
2024-07-19 21:00:00,309.43,clear sky
2024-07-20 00:00:00,310.07,clear sky
2024-07-20 03:00:00,302.49,clear sky
2024-07-20 06:00:00,293.55,clear sky
2024-07-20 09:00:00,291.55,clear sky
2024-07-20 12:00:00,291.02,clear sky
2024-07-20 15:00:00,298.76,clear sky
2024-07-20 18:00:00,307.6,clear sky
2024-07-20 21:00:00,312.46,clear sky
2024-07-21 00:00:00,313.27,clear sky
2024-07-21 03:00:00,307.14,clear sky
